Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2020,Riverside,CA,Passenger,3,1,4,595,599,0.67
April 30 2020,Sacramento,CA,Passenger,1,0,1,260,261,0.38
April 30 2020,San Bernardino,CA,Passenger,0,1,1,432,433,0.23
April 30 2020,San Diego,CA,Passenger,13,7,20,2814,2834,0.71
April 30 2020,San Francisco,CA,Passenger,2,1,3,89,92,3.26
April 30 2020,San Mateo,CA,Passenger,0,1,1,113,114,0.88
April 30 2020,Santa Barbara,CA,Passenger,2,0,2,89,91,2.20
April 30 2020,Santa Clara,CA,Passenger,6,2,8,300,308,2.60
April 30 2020,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
April 30 2020,Shasta,CA,Passenger,1,0,1,36,37,2.70
April 30 2020,Solano,CA,Passenger,1,0,1,217,218,0.46
April 30 2020,Tuolumne,CA,Passenger,0,1,1,7,8,12.50
April 30 2020,Ventura,CA,Passenger,0,3,3,290,293,1.02
April 30 2020,Arapahoe,CO,Passenger,1,0,1,131,132,0.76
April 30 2020,Boulder,CO,Passenger,0,1,1,41,42,2.38
April 30 2020,Denver,CO,Passenger,1,0,1,116,117,0.85
April 30 2020,El Paso,CO,Passenger,2,0,2,697,699,0.29
April 30 2020,Jefferson,CO,Passenger,0,1,1,61,62,1.61
April 30 2020,Larimer,CO,Passenger,1,1,2,46,48,4.17
April 30 2020,New London,CT,Passenger,0,2,2,256,258,0.78
April 30 2020,District of Columbia,DC,Passenger,1,3,4,200,204,1.96
April 30 2020,Kent,DE,Passenger,0,1,1,70,71,1.41
April 30 2020,New Castle,DE,Passenger,1,0,1,24,25,4.00
April 30 2020,Brevard,FL,Passenger,0,1,1,79,80,1.25
April 30 2020,Broward,FL,Passenger,2,1,3,110,113,2.65
April 30 2020,Clay,FL,Passenger,0,1,1,78,79,1.27
April 30 2020,Duval,FL,Passenger,0,1,1,346,347,0.29
April 30 2020,Lake,FL,Passenger,1,0,1,17,18,5.56
April 30 2020,Osceola,FL,Passenger,1,0,1,39,40,2.50
April 30 2020,Palm Beach,FL,Passenger,0,1,1,68,69,1.45
April 30 2020,Pinellas,FL,Passenger,1,1,2,97,99,2.02
April 30 2020,Polk,FL,Passenger,1,0,1,65,66,1.52
April 30 2020,Sarasota,FL,Passenger,2,0,2,25,27,7.41
April 30 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
April 30 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
April 30 2020,Bryan,GA,Passenger,1,0,1,52,53,1.89
April 30 2020,Camden,GA,Passenger,0,1,1,152,153,0.65
April 30 2020,Columbia,GA,Passenger,1,1,2,143,145,1.38
April 30 2020,DeKalb,GA,Passenger,1,0,1,75,76,1.32
April 30 2020,Fulton,GA,Passenger,1,2,3,99,102,2.94
April 30 2020,Houston,GA,Passenger,1,0,1,57,58,1.72
April 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2020,Liberty,GA,Passenger,1,0,1,116,117,0.85
April 30 2020,Honolulu,HI,Passenger,4,1,5,440,445,1.12
April 30 2020,Maui,HI,Passenger,1,0,1,31,32,3.12
April 30 2020,Ada,ID,Passenger,0,1,1,261,262,0.38
April 30 2020,Kootenai,ID,Passenger,1,0,1,205,206,0.49
April 30 2020,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
April 30 2020,DuPage,IL,Passenger,3,0,3,54,57,5.26
April 30 2020,Lake,IL,Passenger,1,0,1,173,174,0.57
April 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
April 30 2020,St. Clair,IL,Passenger,1,0,1,140,141,0.71
April 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2020,Hamilton,IN,Passenger,1,0,1,40,41,2.44
April 30 2020,Vigo,IN,Passenger,1,0,1,4,5,20.00
April 30 2020,Sedgwick,KS,Passenger,1,0,1,91,92,1.09
April 30 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2020,Middlesex,MA,Passenger,1,1,2,97,99,2.02
April 30 2020,Suffolk,MA,Passenger,0,2,2,40,42,4.76
April 30 2020,Anne Arundel,MD,Passenger,0,1,1,414,415,0.24
April 30 2020,Calvert,MD,Passenger,0,2,2,87,89,2.25
April 30 2020,Charles,MD,Passenger,0,1,1,69,70,1.43
April 30 2020,Frederick,MD,Passenger,2,1,3,80,83,3.61
April 30 2020,Howard,MD,Passenger,0,1,1,70,71,1.41
April 30 2020,Montgomery,MD,Passenger,0,2,2,253,255,0.78
April 30 2020,St. Mary's,MD,Passenger,1,0,1,204,205,0.49
April 30 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
April 30 2020,Kent,MI,Passenger,0,1,1,22,23,4.35
April 30 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
April 30 2020,Washtenaw,MI,Passenger,1,0,1,29,30,3.33
April 30 2020,Hennepin,MN,Passenger,2,1,3,83,86,3.49
April 30 2020,Kanabec,MN,Passenger,1,0,1,0,1,100.00
April 30 2020,Ramsey,MN,Passenger,1,0,1,37,38,2.63
April 30 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
April 30 2020,Greene,MO,Passenger,0,1,1,25,26,3.85
April 30 2020,St. Louis,MO,Passenger,1,0,1,95,96,1.04
April 30 2020,Harrison,MS,Passenger,1,0,1,59,60,1.67
April 30 2020,Cascade,MT,Passenger,0,1,1,56,57,1.75
April 30 2020,Flathead,MT,Passenger,1,0,1,59,60,1.67
April 30 2020,Glacier,MT,Passenger,0,1,1,5,6,16.67
April 30 2020,Cumberland,NC,Passenger,0,2,2,481,483,0.41
April 30 2020,Guilford,NC,Passenger,1,0,1,30,31,3.23
April 30 2020,Mecklenburg,NC,Passenger,1,0,1,73,74,1.35
April 30 2020,Moore,NC,Passenger,0,1,1,167,168,0.60
April 30 2020,Williams,ND,Passenger,0,1,1,13,14,7.14
April 30 2020,Douglas,NE,Passenger,0,1,1,58,59,1.69
April 30 2020,Carroll,NH,Passenger,0,1,1,2,3,33.33
April 30 2020,Camden,NJ,Passenger,0,2,2,20,22,9.09
April 30 2020,Hudson,NJ,Passenger,1,0,1,150,151,0.66
April 30 2020,Chaves,NM,Passenger,1,0,1,8,9,11.11
April 30 2020,Valencia,NM,Passenger,1,0,1,4,5,20.00
April 30 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
April 30 2020,Clark,NV,Passenger,3,4,7,661,668,1.05
April 30 2020,Washoe,NV,Passenger,1,0,1,88,89,1.12
April 30 2020,Erie,NY,Passenger,1,0,1,39,40,2.50
April 30 2020,Jefferson,NY,Passenger,0,1,1,222,223,0.45
April 30 2020,Nassau,NY,Passenger,2,0,2,31,33,6.06
April 30 2020,Queens,NY,Passenger,1,0,1,52,53,1.89
April 30 2020,Westchester,NY,Passenger,0,1,1,27,28,3.57
April 30 2020,Montgomery,OH,Passenger,0,1,1,44,45,2.22
April 30 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
April 30 2020,Oklahoma,OK,Passenger,0,2,2,116,118,1.69
April 30 2020,Rogers,OK,Passenger,1,0,1,6,7,14.29
April 30 2020,Tulsa,OK,Passenger,1,1,2,41,43,4.65
April 30 2020,Clackamas,OR,Passenger,2,0,2,186,188,1.06
April 30 2020,Deschutes,OR,Passenger,3,0,3,129,132,2.27
April 30 2020,Klamath,OR,Passenger,1,0,1,26,27,3.70
April 30 2020,Multnomah,OR,Passenger,4,6,10,681,691,1.45
April 30 2020,Washington,OR,Passenger,1,0,1,412,413,0.24
April 30 2020,Allegheny,PA,Passenger,1,0,1,66,67,1.49
April 30 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
April 30 2020,Montgomery,PA,Passenger,1,0,1,25,26,3.85
April 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
April 30 2020,Newport,RI,Passenger,1,0,1,85,86,1.16
April 30 2020,Richland,SC,Passenger,0,1,1,157,158,0.63
April 30 2020,Spartanburg,SC,Passenger,0,1,1,40,41,2.44
April 30 2020,Davidson,TN,Passenger,1,0,1,62,63,1.59
April 30 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
April 30 2020,Shelby,TN,Passenger,0,1,1,90,91,1.10
April 30 2020,Tipton,TN,Passenger,1,0,1,14,15,6.67
April 30 2020,Bell,TX,Passenger,0,1,1,407,408,0.25
April 30 2020,Bexar,TX,Passenger,4,5,9,582,591,1.52
April 30 2020,Dallas,TX,Passenger,1,0,1,193,194,0.52
April 30 2020,Denton,TX,Passenger,1,0,1,76,77,1.30
April 30 2020,El Paso,TX,Passenger,2,0,2,429,431,0.46
April 30 2020,Guadalupe,TX,Passenger,1,0,1,56,57,1.75
April 30 2020,Harris,TX,Passenger,1,0,1,229,230,0.43
April 30 2020,Hidalgo,TX,Passenger,0,1,1,69,70,1.43
April 30 2020,Montgomery,TX,Passenger,1,0,1,43,44,2.27
April 30 2020,Nueces,TX,Passenger,1,0,1,79,80,1.25
April 30 2020,Tarrant,TX,Passenger,1,0,1,162,163,0.61
April 30 2020,Travis,TX,Passenger,2,2,4,169,173,2.31
April 30 2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55
April 30 2020,Alexandria,VA,Passenger,3,0,3,141,144,2.08
April 30 2020,Arlington,VA,Passenger,0,2,2,142,144,1.39
April 30 2020,Chesapeake,VA,Passenger,0,2,2,423,425,0.47
April 30 2020,Fairfax,VA,Passenger,4,4,8,732,740,1.08
April 30 2020,Goochland,VA,Passenger,2,1,3,226,229,1.31
April 30 2020,Loudoun,VA,Passenger,1,0,1,84,85,1.18
April 30 2020,Manassas,VA,Passenger,0,1,1,4,5,20.00
April 30 2020,Norfolk,VA,Passenger,1,1,2,348,350,0.57
April 30 2020,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
April 30 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
April 30 2020,Prince William,VA,Passenger,2,3,5,217,222,2.25
April 30 2020,Stafford,VA,Passenger,1,1,2,90,92,2.17
April 30 2020,Suffolk,VA,Passenger,1,0,1,113,114,0.88
April 30 2020,Virginia Beach,VA,Passenger,1,0,1,647,648,0.15
April 30 2020,Adams,WA,Passenger,7,8,15,12757,12772,0.12
April 30 2020,Adams,WA,Truck,0,0,0,5205,5205,0.00
April 30 2020,Asotin,WA,Passenger,17,13,30,12452,12482,0.24
April 30 2020,Asotin,WA,Truck,0,0,0,6622,6622,0.00
April 30 2020,Benton,WA,Passenger,359,331,690,134588,135278,0.51
April 30 2020,Benton,WA,Truck,0,0,0,42487,42487,0.00
April 30 2020,Chelan,WA,Passenger,227,80,307,54242,54549,0.56
April 30 2020,Chelan,WA,Truck,0,0,0,22465,22465,0.00
April 30 2020,Clallam,WA,Truck,1,0,1,21701,21702,0.00
April 30 2020,Clallam,WA,Passenger,231,170,401,50335,50736,0.79
April 30 2020,Clark,WA,Passenger,2091,1099,3190,318693,321883,0.99
April 30 2020,Clark,WA,Truck,0,0,0,81853,81853,0.00
April 30 2020,Columbia,WA,Passenger,3,3,6,2407,2413,0.25
April 30 2020,Columbia,WA,Truck,0,0,0,1525,1525,0.00
April 30 2020,Cowlitz,WA,Passenger,146,128,274,72716,72990,0.38
April 30 2020,Cowlitz,WA,Truck,0,0,0,28775,28775,0.00
April 30 2020,Douglas,WA,Passenger,70,41,111,28025,28136,0.39
April 30 2020,Douglas,WA,Truck,0,0,0,12271,12271,0.00
April 30 2020,Ferry,WA,Truck,0,0,0,3540,3540,0.00
April 30 2020,Ferry,WA,Passenger,5,3,8,4333,4341,0.18
April 30 2020,Franklin,WA,Passenger,64,81,145,60739,60884,0.24
April 30 2020,Franklin,WA,Truck,0,0,0,19847,19847,0.00
April 30 2020,Garfield,WA,Passenger,0,1,1,1344,1345,0.07
April 30 2020,Garfield,WA,Truck,0,0,0,968,968,0.00
April 30 2020,Grant,WA,Passenger,62,75,137,65276,65413,0.21
April 30 2020,Grant,WA,Truck,0,0,0,27007,27007,0.00
April 30 2020,Grays Harbor,WA,Passenger,121,116,237,48062,48299,0.49
April 30 2020,Grays Harbor,WA,Truck,0,0,0,20731,20731,0.00
April 30 2020,Island,WA,Passenger,420,289,709,62921,63630,1.11
April 30 2020,Island,WA,Truck,1,0,1,21169,21170,0.00
April 30 2020,Jefferson,WA,Truck,0,0,0,9536,9536,0.00
April 30 2020,Jefferson,WA,Passenger,244,153,397,24905,25302,1.57
April 30 2020,King,WA,Passenger,24494,8019,32513,1386097,1418610,2.29
April 30 2020,King,WA,Truck,5,1,6,181595,181601,0.00
April 30 2020,Kitsap,WA,Truck,1,0,1,53956,53957,0.00
April 30 2020,Kitsap,WA,Passenger,1392,712,2104,180621,182725,1.15
April 30 2020,Kittitas,WA,Passenger,105,51,156,29863,30019,0.52
April 30 2020,Kittitas,WA,Truck,0,0,0,14596,14596,0.00
April 30 2020,Klickitat,WA,Passenger,57,42,99,15427,15526,0.64
April 30 2020,Klickitat,WA,Truck,0,0,0,8195,8195,0.00
April 30 2020,Lewis,WA,Truck,0,0,0,25985,25985,0.00
April 30 2020,Lewis,WA,Passenger,108,112,220,58632,58852,0.37
April 30 2020,Lincoln,WA,Truck,0,0,0,4626,4626,0.00
April 30 2020,Lincoln,WA,Passenger,6,12,18,7680,7698,0.23
April 30 2020,Mason,WA,Truck,0,0,0,20536,20536,0.00
April 30 2020,Mason,WA,Passenger,179,144,323,47197,47520,0.68
April 30 2020,Okanogan,WA,Passenger,35,31,66,25898,25964,0.25
April 30 2020,Okanogan,WA,Truck,0,0,0,16390,16390,0.00
April 30 2020,Pacific,WA,Truck,0,0,0,7666,7666,0.00
April 30 2020,Pacific,WA,Passenger,39,37,76,15825,15901,0.48
April 30 2020,Pend Oreille,WA,Passenger,8,6,14,9259,9273,0.15
April 30 2020,Pend Oreille,WA,Truck,0,0,0,5739,5739,0.00
April 30 2020,Pierce,WA,Passenger,2562,1795,4357,548986,553343,0.79
April 30 2020,Pierce,WA,Truck,0,0,0,141218,141218,0.00
April 30 2020,San Juan,WA,Truck,0,0,0,5902,5902,0.00
April 30 2020,San Juan,WA,Passenger,297,90,387,14156,14543,2.66
April 30 2020,Skagit,WA,Passenger,424,237,661,91467,92128,0.72
April 30 2020,Skagit,WA,Truck,1,0,1,32396,32397,0.00
April 30 2020,Skamania,WA,Truck,0,0,0,4055,4055,0.00
April 30 2020,Skamania,WA,Passenger,32,17,49,8616,8665,0.57
April 30 2020,Snohomish,WA,Truck,0,0,0,123357,123357,0.00
April 30 2020,Snohomish,WA,Passenger,4551,1850,6401,535197,541598,1.18
April 30 2020,Spokane,WA,Passenger,747,506,1253,316389,317642,0.39
April 30 2020,Spokane,WA,Truck,1,0,1,97444,97445,0.00
April 30 2020,Stevens,WA,Passenger,36,35,71,30965,31036,0.23
April 30 2020,Stevens,WA,Truck,0,0,0,18613,18613,0.00
April 30 2020,Thurston,WA,Passenger,1227,782,2009,197567,199576,1.01
April 30 2020,Thurston,WA,Truck,0,0,0,55540,55540,0.00
April 30 2020,Wahkiakum,WA,Truck,0,0,0,1760,1760,0.00
April 30 2020,Wahkiakum,WA,Passenger,6,6,12,2974,2986,0.40
April 30 2020,Walla Walla,WA,Truck,0,0,0,13626,13626,0.00
April 30 2020,Walla Walla,WA,Passenger,70,64,134,36018,36152,0.37
April 30 2020,Whatcom,WA,Passenger,1112,510,1622,150137,151759,1.07
April 30 2020,Whatcom,WA,Truck,3,0,3,42847,42850,0.01
April 30 2020,Whitman,WA,Truck,0,0,0,8535,8535,0.00
April 30 2020,Whitman,WA,Passenger,46,51,97,22335,22432,0.43
April 30 2020,Yakima,WA,Passenger,144,124,268,165289,165557,0.16
April 30 2020,Yakima,WA,Truck,0,0,0,59529,59529,0.00
April 30 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
April 30 2020,,,Passenger,2,0,2,208,210,0.95
May 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1.00
May 31 2020,Juneau,AK,Passenger,0,2,2,28,30,6.67
May 31 2020,Montgomery,AL,Passenger,0,1,1,37,38,2.63
May 31 2020,Maricopa,AZ,Passenger,6,7,13,1266,1279,1.02
May 31 2020,Pima,AZ,Passenger,3,1,4,319,323,1.24
May 31 2020,Pinal,AZ,Passenger,1,0,1,161,162,0.62
May 31 2020,Alameda,CA,Passenger,2,1,3,258,261,1.15
May 31 2020,Contra Costa,CA,Passenger,3,2,5,358,363,1.38
May 31 2020,Fresno,CA,Passenger,1,0,1,180,181,0.55
May 31 2020,Kern,CA,Passenger,1,1,2,224,226,0.88
May 31 2020,Los Angeles,CA,Passenger,8,10,18,959,977,1.84
May 31 2020,Monterey,CA,Passenger,1,0,1,171,172,0.58
May 31 2020,Orange,CA,Passenger,6,2,8,483,491,1.63
May 31 2020,Placer,CA,Passenger,1,0,1,79,80,1.25
May 31 2020,Riverside,CA,Passenger,3,1,4,590,594,0.67
May 31 2020,Sacramento,CA,Passenger,1,0,1,259,260,0.38
May 31 2020,San Bernardino,CA,Passenger,0,1,1,423,424,0.24
May 31 2020,San Diego,CA,Passenger,14,7,21,2792,2813,0.75
May 31 2020,San Francisco,CA,Passenger,1,1,2,88,90,2.22
May 31 2020,San Mateo,CA,Passenger,0,1,1,110,111,0.90
May 31 2020,Santa Barbara,CA,Passenger,2,0,2,86,88,2.27
May 31 2020,Santa Clara,CA,Passenger,6,2,8,288,296,2.70
May 31 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
May 31 2020,Shasta,CA,Passenger,1,0,1,35,36,2.78
May 31 2020,Solano,CA,Passenger,1,0,1,212,213,0.47
May 31 2020,Ventura,CA,Passenger,1,2,3,287,290,1.03
May 31 2020,Arapahoe,CO,Passenger,1,0,1,127,128,0.78
May 31 2020,Boulder,CO,Passenger,0,1,1,39,40,2.50
May 31 2020,Denver,CO,Passenger,1,0,1,113,114,0.88
May 31 2020,El Paso,CO,Passenger,2,0,2,691,693,0.29
May 31 2020,Jefferson,CO,Passenger,0,1,1,61,62,1.61
May 31 2020,Larimer,CO,Passenger,1,1,2,45,47,4.26
May 31 2020,New London,CT,Passenger,0,2,2,257,259,0.77
May 31 2020,District of Columbia,DC,Passenger,2,3,5,200,205,2.44
May 31 2020,Kent,DE,Passenger,0,1,1,70,71,1.41
May 31 2020,New Castle,DE,Passenger,1,0,1,23,24,4.17
May 31 2020,Brevard,FL,Passenger,0,1,1,77,78,1.28
May 31 2020,Broward,FL,Passenger,2,1,3,108,111,2.70
May 31 2020,Clay,FL,Passenger,0,1,1,78,79,1.27
May 31 2020,Duval,FL,Passenger,0,1,1,342,343,0.29
May 31 2020,Lake,FL,Passenger,1,0,1,17,18,5.56
May 31 2020,Osceola,FL,Passenger,1,0,1,37,38,2.63
May 31 2020,Palm Beach,FL,Passenger,0,1,1,68,69,1.45
May 31 2020,Pinellas,FL,Passenger,1,1,2,96,98,2.04
May 31 2020,Polk,FL,Passenger,1,0,1,65,66,1.52
May 31 2020,Sarasota,FL,Passenger,2,0,2,25,27,7.41
May 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
May 31 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
May 31 2020,Bryan,GA,Passenger,1,0,1,50,51,1.96
May 31 2020,Camden,GA,Passenger,0,1,1,150,151,0.66
May 31 2020,Columbia,GA,Passenger,1,1,2,135,137,1.46
May 31 2020,DeKalb,GA,Passenger,1,0,1,74,75,1.33
May 31 2020,Fulton,GA,Passenger,1,2,3,98,101,2.97
May 31 2020,Houston,GA,Passenger,1,0,1,54,55,1.82
May 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
May 31 2020,Liberty,GA,Passenger,1,0,1,117,118,0.85
May 31 2020,Honolulu,HI,Passenger,4,1,5,430,435,1.15
May 31 2020,Maui,HI,Passenger,1,0,1,29,30,3.33
May 31 2020,Ada,ID,Passenger,0,1,1,252,253,0.40
May 31 2020,Kootenai,ID,Passenger,1,0,1,203,204,0.49
May 31 2020,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
May 31 2020,DuPage,IL,Passenger,3,0,3,53,56,5.36
May 31 2020,Lake,IL,Passenger,1,0,1,172,173,0.58
May 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
May 31 2020,St. Clair,IL,Passenger,1,0,1,138,139,0.72
May 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
May 31 2020,Hamilton,IN,Passenger,1,0,1,39,40,2.50
May 31 2020,Vigo,IN,Passenger,1,0,1,4,5,20.00
May 31 2020,Sedgwick,KS,Passenger,1,0,1,90,91,1.10
May 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
May 31 2020,Middlesex,MA,Passenger,1,1,2,97,99,2.02
May 31 2020,Suffolk,MA,Passenger,0,2,2,39,41,4.88
May 31 2020,Anne Arundel,MD,Passenger,0,1,1,409,410,0.24
May 31 2020,Calvert,MD,Passenger,0,2,2,86,88,2.27
May 31 2020,Charles,MD,Passenger,1,1,2,68,70,2.86
May 31 2020,Frederick,MD,Passenger,2,1,3,79,82,3.66
May 31 2020,Howard,MD,Passenger,0,1,1,70,71,1.41
May 31 2020,Montgomery,MD,Passenger,0,2,2,245,247,0.81
May 31 2020,St. Mary's,MD,Passenger,1,0,1,200,201,0.50
May 31 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
May 31 2020,Kent,MI,Passenger,0,1,1,22,23,4.35
May 31 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
May 31 2020,Washtenaw,MI,Passenger,1,0,1,27,28,3.57
May 31 2020,Hennepin,MN,Passenger,2,0,2,80,82,2.44
May 31 2020,Kanabec,MN,Passenger,1,0,1,0,1,100.00
May 31 2020,Ramsey,MN,Passenger,1,0,1,37,38,2.63
May 31 2020,Boone,MO,Passenger,0,1,1,9,10,10.00
May 31 2020,Greene,MO,Passenger,0,1,1,24,25,4.00
May 31 2020,St. Louis,MO,Passenger,1,0,1,95,96,1.04
May 31 2020,Harrison,MS,Passenger,1,0,1,57,58,1.72
May 31 2020,Cascade,MT,Passenger,0,1,1,56,57,1.75
May 31 2020,Flathead,MT,Passenger,1,0,1,58,59,1.69
May 31 2020,Glacier,MT,Passenger,0,1,1,5,6,16.67
May 31 2020,Cumberland,NC,Passenger,0,3,3,478,481,0.62
May 31 2020,Guilford,NC,Passenger,1,0,1,29,30,3.33
May 31 2020,Mecklenburg,NC,Passenger,1,0,1,69,70,1.43
May 31 2020,Moore,NC,Passenger,0,1,1,166,167,0.60
May 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
May 31 2020,Douglas,NE,Passenger,0,1,1,57,58,1.72
May 31 2020,Carroll,NH,Passenger,0,1,1,2,3,33.33
May 31 2020,Camden,NJ,Passenger,0,1,1,20,21,4.76
May 31 2020,Hudson,NJ,Passenger,1,0,1,148,149,0.67
May 31 2020,Chaves,NM,Passenger,1,0,1,8,9,11.11
May 31 2020,Valencia,NM,Passenger,1,0,1,4,5,20.00
May 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
May 31 2020,Clark,NV,Passenger,3,4,7,657,664,1.05
May 31 2020,Washoe,NV,Passenger,1,0,1,87,88,1.14
May 31 2020,Erie,NY,Passenger,1,0,1,39,40,2.50
May 31 2020,Jefferson,NY,Passenger,0,1,1,219,220,0.45
May 31 2020,Nassau,NY,Passenger,2,0,2,31,33,6.06
May 31 2020,Queens,NY,Passenger,1,0,1,50,51,1.96
May 31 2020,Westchester,NY,Passenger,0,1,1,26,27,3.70
May 31 2020,Montgomery,OH,Passenger,0,1,1,45,46,2.17
May 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
May 31 2020,Oklahoma,OK,Passenger,0,1,1,114,115,0.87
May 31 2020,Rogers,OK,Passenger,1,0,1,6,7,14.29
May 31 2020,Tulsa,OK,Passenger,1,1,2,41,43,4.65
May 31 2020,Clackamas,OR,Passenger,2,0,2,182,184,1.09
May 31 2020,Deschutes,OR,Passenger,3,0,3,125,128,2.34
May 31 2020,Klamath,OR,Passenger,1,0,1,25,26,3.85
May 31 2020,Multnomah,OR,Passenger,4,6,10,678,688,1.45
May 31 2020,Washington,OR,Passenger,1,0,1,409,410,0.24
May 31 2020,Allegheny,PA,Passenger,1,0,1,64,65,1.54
May 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
May 31 2020,Montgomery,PA,Passenger,1,0,1,24,25,4.00
May 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
May 31 2020,Newport,RI,Passenger,1,0,1,85,86,1.16
May 31 2020,Richland,SC,Passenger,0,1,1,154,155,0.65
May 31 2020,Spartanburg,SC,Passenger,0,1,1,38,39,2.56
May 31 2020,Davidson,TN,Passenger,1,0,1,62,63,1.59
May 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
May 31 2020,Shelby,TN,Passenger,0,1,1,87,88,1.14
May 31 2020,Tipton,TN,Passenger,1,0,1,14,15,6.67
May 31 2020,Bell,TX,Passenger,0,1,1,402,403,0.25
May 31 2020,Bexar,TX,Passenger,4,5,9,575,584,1.54
May 31 2020,Dallas,TX,Passenger,1,0,1,188,189,0.53
May 31 2020,Denton,TX,Passenger,1,0,1,75,76,1.32
May 31 2020,El Paso,TX,Passenger,2,0,2,423,425,0.47
May 31 2020,Guadalupe,TX,Passenger,1,0,1,56,57,1.75
May 31 2020,Harris,TX,Passenger,1,0,1,226,227,0.44
May 31 2020,Hidalgo,TX,Passenger,0,1,1,68,69,1.45
May 31 2020,Montgomery,TX,Passenger,1,0,1,43,44,2.27
May 31 2020,Nueces,TX,Passenger,1,0,1,78,79,1.27
May 31 2020,Travis,TX,Passenger,2,2,4,166,170,2.35
May 31 2020,Utah,UT,Passenger,0,1,1,123,124,0.81
May 31 2020,Albemarle,VA,Passenger,1,0,1,20,21,4.76
May 31 2020,Alexandria,VA,Passenger,3,0,3,141,144,2.08
May 31 2020,Arlington,VA,Passenger,0,2,2,141,143,1.40
May 31 2020,Chesapeake,VA,Passenger,0,2,2,422,424,0.47
May 31 2020,Fairfax,VA,Passenger,4,4,8,728,736,1.09
May 31 2020,Goochland,VA,Passenger,2,1,3,224,227,1.32
May 31 2020,Loudoun,VA,Passenger,1,0,1,83,84,1.19
May 31 2020,Manassas,VA,Passenger,0,1,1,4,5,20.00
May 31 2020,Norfolk,VA,Passenger,1,1,2,346,348,0.57
May 31 2020,Portsmouth,VA,Passenger,0,1,1,66,67,1.49
May 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
May 31 2020,Prince William,VA,Passenger,2,3,5,213,218,2.29
May 31 2020,Stafford,VA,Passenger,1,1,2,91,93,2.15
May 31 2020,Suffolk,VA,Passenger,1,0,1,109,110,0.91
May 31 2020,Virginia Beach,VA,Passenger,1,0,1,641,642,0.16
May 31 2020,Adams,WA,Passenger,8,8,16,12720,12736,0.13
May 31 2020,Adams,WA,Truck,0,0,0,5216,5216,0.00
May 31 2020,Asotin,WA,Truck,0,0,0,6593,6593,0.00
May 31 2020,Asotin,WA,Passenger,17,13,30,12346,12376,0.24
May 31 2020,Benton,WA,Passenger,365,331,696,134197,134893,0.52
May 31 2020,Benton,WA,Truck,0,0,0,42475,42475,0.00
May 31 2020,Chelan,WA,Passenger,231,78,309,54123,54432,0.57
May 31 2020,Chelan,WA,Truck,0,0,0,22440,22440,0.00
May 31 2020,Clallam,WA,Passenger,233,169,402,50111,50513,0.80
May 31 2020,Clallam,WA,Truck,1,0,1,21676,21677,0.00
May 31 2020,Clark,WA,Passenger,2102,1099,3201,317442,320643,1.00
May 31 2020,Clark,WA,Truck,0,0,0,81908,81908,0.00
